X,Y,building,addr:street,addr:housenumber,addr:postcode,addr:city,addr:state,name,nycdoitt:bin,height,building:levels,start_date,roof:shape,building:colour,roof:material,building:material,building:part,condo,roof:colour,addr:country,number_of_apartments,addr:housename,website,addr:place,wikidata
-73.1263297729373,40.8673802500838,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.125181269513,40.8678751500305,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.1259551176571,40.8678774509546,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.1253189343948,40.8714350773991,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.1252360010889,40.8717362541542,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.2187947465753,40.8642177996366,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.305107880591,40.7514157356764,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3065700366051,40.7510338978488,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3064637160366,40.7516683005429,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3048759550507,40.7525642456351,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.305702870911,40.7524586187778,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3052502247584,40.7530880588395,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3056655822372,40.7531383544228,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3191318879887,40.7518477889088,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3196386448141,40.751923433739,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3202495562951,40.7518994437584,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3177008485606,40.7520409836728,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3182410143787,40.7519791632379,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3177050458639,40.7524917497097,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3184935,40.7520944,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3184170496271,40.7524382499825,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.319669709007,40.7523204273665,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.31934605,40.75217335,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3201925481872,40.7523106497603,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3160963129885,40.7563381189725,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3217689,40.7625148,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3219262808721,40.762652624247,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.32308665,40.7622042,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3236177483706,40.7620853996981,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3222772946704,40.7623911495109,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3231154456944,40.7624065676921,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3236096277469,40.7623259747516,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3217466383296,40.7627644300916,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3586782762977,40.7558526492308,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3704568642883,40.7577154506466,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3709721989968,40.7576036994608,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3714423774374,40.7575980884935,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3709732507042,40.7581602869855,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.2677094153608,40.7871640161977,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.2682497322721,40.7875952613974,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.415705705858,40.7573773995255,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4154144419981,40.7577330469628,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.41695978817,40.7572678711105,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4160963143215,40.7576429410885,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4166379673684,40.7575889274517,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4173407512967,40.7576070506459,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4120058031009,40.7612836000393,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.41228450607,40.7608108905377,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4134613784069,40.7607510367561,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4127415041519,40.7613296500548,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4134136476671,40.7612938553969,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4138925851201,40.7615366664815,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4154980991974,40.7585970001069,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4162097657456,40.7586306998369,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4167571911207,40.7586033690322,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4174457873664,40.7584970986518,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4158830524037,40.7589338498153,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4171482540924,40.7588603496531,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.414574701785,40.7607083500919,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4150734683706,40.7610643190598,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4143719700933,40.7612902967697,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4151537838654,40.7615803047348,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4123048011111,40.7618901273077,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4128629439386,40.7619858967804,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4132972753806,40.7618204501166,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4121601719274,40.762360232276,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4127414004183,40.7625094000508,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4137156756914,40.7622160677241,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.413647018866,40.7625621992692,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.412240430136,40.7629442862694,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4129843632006,40.7630715917605,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4138010546532,40.7631040002807,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4125733891928,40.7635036527041,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4146144864979,40.7618586441521,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4145399644524,40.7624447001728,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4152678149059,40.7624363657831,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4290428988144,40.7683155000222,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4290483807484,40.7720085755207,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4289514762389,40.7776588502914,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4996553744751,40.7539047499535,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4996979722476,40.7543782500587,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4996238241609,40.7549103502041,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4997680533665,40.7553440001205,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4996961,40.7558127,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4997520261025,40.756219349858,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.444814175411,40.786736892621,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4445776001775,40.7870972050538,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.445044125221,40.7870984688214,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4444840700977,40.7874924807016,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4449630943046,40.7875614526411,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4447634681346,40.7878397237382,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4444837582622,40.7881839758319,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4452230304301,40.7881266021487,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4440841742291,40.7888894108023,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4445706329486,40.7890371458773,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.444977201267,40.7890015502705,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4454110795058,40.7885418388793,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.445534771087,40.7890525986551,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4438505704708,40.7894182794155,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4442108298246,40.7894787915323,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4446698311039,40.7895011972831,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4450689884751,40.7894781422839,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4456571562611,40.7896289340105,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.2919065392511,40.8399244762973,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.2918904527733,40.8405038999745,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.2782793439695,40.8462861498154,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.2572433578865,40.8749298502274,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3501921588067,40.8650810911192,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.350527682406,40.865071880528,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3509191608171,40.865161523167,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3459284053316,40.8658359681979,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3459611947688,40.8660430382786,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.346108441637,40.8662528515731,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3462631144407,40.8666457451775,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3464670798944,40.8671030688743,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.346710639788,40.8670473999382,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3499380924341,40.8653249894927,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3502102729861,40.8655755343981,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3512534666714,40.8652732003474,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3514856477406,40.8654606578815,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3504230074807,40.865788351773,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3501239263426,40.8658728859055,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3508341887368,40.8658225834637,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3512014644737,40.8658951702616,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3509401995567,40.8660842000275,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3515905096077,40.8648025664256,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.351796602815,40.865069399928,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3519906114409,40.8656617994103,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3515738293405,40.8659565312279,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3519153289622,40.8661228577758,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3525556805719,40.865807320436,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3530082384295,40.8658043065292,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3527323679305,40.8660623528289,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3520169554744,40.8664297004235,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3519375028836,40.8667540006705,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.352246993152,40.8667133180098,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3524630567428,40.867178379485,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3471417194754,40.8676018455532,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3468129419981,40.8677119499431,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.34739265,40.8682534,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3471559808718,40.8682896314774,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3477021,40.86820095,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3479388053978,40.8681322817725,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3477510995344,40.8684992758361,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3519140813433,40.8672454037183,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.3523025858222,40.8674942500849,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4022910467673,40.8507123005302,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4016178493845,40.8508676464893,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4006987263701,40.8513102303882,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4013471329529,40.8512644200663,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4024307849659,40.8511479605076,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4031198615293,40.8513966952266,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4018713364738,40.8516622500209,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4015748478858,40.8520902323474,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4026054224779,40.8516894498561,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4130971107848,40.8530725002051,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4132088544771,40.8533171500751,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4091335299391,40.8539728102257,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4096985502197,40.8538154453492,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4087782963279,40.8544662498787,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4095405972273,40.8541640842835,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4100899784544,40.8541685909811,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4092138991539,40.8544103999297,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4097902018179,40.8545151363443,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4095725531196,40.8548495191,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4102111030259,40.8536711342694,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4107981649946,40.8535540400058,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4108774772016,40.8538498498546,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4114478861916,40.8536832285469,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4104499006344,40.8540989164018,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4111291104916,40.8542496922478,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4106762700674,40.8544564605973,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4114927949165,40.8541079429863,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4125798126331,40.8537768166947,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4132972622154,40.8535311199986,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4130869451558,40.853652800077,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4126861218465,40.8544200215803,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4102365257143,40.8547873133063,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4109057277751,40.8547438133063,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4115238379701,40.854540428106,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4135363679078,40.8546048503259,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4136050799456,40.8548173496519,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4129733939701,40.8552114660548,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4136764369626,40.8550151497808,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4137543112876,40.8552343002462,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4140537524684,40.855352210785,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4138236534178,40.8554142465864,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4134666190061,40.8555113995209,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4136337445878,40.8557209054736,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4139184132142,40.8557724545718,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4132358938277,40.8561362499769,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4140435557355,40.8560402000975,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4134926708931,40.8564556752557,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4141876942457,40.8557166311782,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.414264248897,40.8559433999822,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4143317354981,40.856129699724,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4141202528718,40.8562435500565,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4142145525568,40.8564147500763,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4144840810243,40.8565234344224,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4147156801168,40.8564351466946,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4166368938902,40.8571498691766,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4168897889822,40.8572650010475,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4167243370235,40.8574827354573,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4169680762614,40.8578373549135,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4169741401214,40.8575586464272,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4327849251123,40.8702902658431,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4334443661568,40.8707120505855,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4327767340774,40.87087610003,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4341654018953,40.8698155079529,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4335105537236,40.8700689500697,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.434795841525,40.8699581295162,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4339243,40.87033705,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4343304892915,40.8701848999205,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4341378,40.87027555,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.433825826308,40.8705279504402,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4355560131999,40.870198378998,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4345227936339,40.8704505853101,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4355548151643,40.8706991709052,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4346423191621,40.8708881495329,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4361624220889,40.8704460054195,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4367515852416,40.8703182499855,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4332038106328,40.8713258215023,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.43326785,40.87156205,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4340252757098,40.8711066479218,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.4553204066646,40.8577837052938,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0089673995178,40.8754367169363,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0094669009667,40.8752288731083,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0100965793818,40.8751662503267,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0112844930517,40.8751584220553,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0107793855974,40.8753889831142,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0099361,40.87569705,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0113760009481,40.8757488178523,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0094297706394,40.8760478761963,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0096079728449,40.8768101004082,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.010076863197,40.8762338304262,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0108234135077,40.8759780395501,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0113376814412,40.8763750572261,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0102833229155,40.8768326868753,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.01079908688,40.8766402501571,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0122438472057,40.8757152500107,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0128101267474,40.8756704999203,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0125611494007,40.8762168999732,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0118054721769,40.8768701734344,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.012650873599,40.8768964416067,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0099531453798,40.8773651336656,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0111302576535,40.8771945147505,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0105301097891,40.8775620282982,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0112515729658,40.8777823927839,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0100309254773,40.878063110671,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0108676654736,40.8782154269364,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0105285636203,40.8785550829137,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.011461244547,40.8788644899658,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0119583615079,40.8772483854999,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0130103306056,40.8774534503464,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0124372819752,40.8776550226986,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0118466643081,40.8778037044976,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0118282450087,40.8783855492567,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0124902203185,40.8782579072175,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0130224909532,40.878068767766,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0121118541365,40.8788117053143,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0126192904392,40.878871813822,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0131513169273,40.8786687351012,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0104730474497,40.8791140342241,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0112761154971,40.8792989376176,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.010815656358,40.8796879896589,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0116534480356,40.8797350499267,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0112923409869,40.880576049593,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0120782814545,40.8792738537597,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0131392402084,40.879268016691,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0124625136281,40.8796185597549,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.012390997032,40.8803565999786,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0128322964148,40.8803190999842,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.01326475,40.88027525,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0119527236163,40.8804798001847,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0160314388475,40.8754009503022,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0162071954185,40.8759153498431,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0162963094996,40.8765592500413,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.01627145,40.87720025,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0163498,40.8777552,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0162010186703,40.8783814610731,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0166142,40.87837505,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0165708177685,40.8790612949899,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0039826533843,40.8836498551861,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0051771168376,40.8837239505381,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0061608578099,40.8836586499995,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0044745746814,40.8842622906792,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0042322357432,40.884562252075,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0058162598969,40.8844570939307,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0036489792059,40.8850104705238,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0032537312899,40.8853402209439,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0012288220139,40.8861955576005,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0024417324613,40.8859775988156,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0027006717758,40.885799532091,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0033462431433,40.886000449829,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0045247594221,40.8850770493563,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0058082443124,40.8850267752028,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.004646989417,40.885819477874,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0017133618387,40.8868936094606,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0029543978496,40.886754666637,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.003219825625,40.8873983843769,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0036814477896,40.8881157000322,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0059731497663,40.8875559000782,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0049827728679,40.8879838646456,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0040820647283,40.8882558416723,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0035628225328,40.8892641163912,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0053348431206,40.8893456501303,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0128324367146,40.8872139506982,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0136264300568,40.8875328345243,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0149527031086,40.8871720001475,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0142211559368,40.8872911002573,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0151488000119,40.8876485801672,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0133558984515,40.8881200381653,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.014251271751,40.8877982565655,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0139385877891,40.8880995500162,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0151884742774,40.8881651281961,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0145250560618,40.8882711818673,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0154725512498,40.8885759001402,apartments,,,,,,,,,,,,,,,,,,,,,,,
-73.0138961816297,40.8886770268314,apartments,,,,,,,,,,,,,,,,,,,,,,,
